Date|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|1 ILS|100 INR|100 ISK|100 JPY|100 KRW|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
02.01.2018|16.540|13.033|6.455|16.848|21.755|3.256|3.425|25.495|28.657|2.704|3.416|8.262|1.563|6.114|33.279|20.470|18.835|1.989|1.083|5.257|2.608|15.038|42.397|6.124|5.476|36.885|2.594|15.903|65.177|5.623|21.130|30.093|1.711
03.01.2018|16.642|13.055|6.509|16.967|21.756|3.267|3.432|25.545|28.804|2.717|3.433|8.260|1.576|6.140|33.443|20.395|18.917|1.993|1.092|5.292|2.621|15.073|42.564|6.133|5.511|36.970|2.600|15.971|65.745|5.637|21.238|30.330|1.716
04.01.2018|16.562|13.044|6.532|16.876|21.691|3.258|3.426|25.510|28.644|2.707|3.431|8.268|1.576|6.139|33.372|20.367|18.768|1.989|1.094|5.281|2.612|15.053|42.505|6.139|5.510|37.030|2.597|15.911|65.669|5.625|21.160|30.180|1.719
05.01.2018|16.660|13.086|6.554|16.984|21.767|3.276|3.437|25.595|28.793|2.717|3.442|8.289|1.584|6.182|33.530|20.451|18.758|1.999|1.097|5.315|2.628|15.202|42.609|6.160|5.522|37.214|2.603|16.003|66.009|5.672|21.248|30.337|1.719
08.01.2018|16.700|13.048|6.574|17.157|21.797|3.282|3.428|25.525|28.869|2.726|3.430|8.264|1.588|6.197|33.576|20.396|18.865|1.997|1.106|5.335|2.636|15.284|42.485|6.126|5.524|37.342|2.600|16.000|66.203|5.686|21.324|30.432|1.715
09.01.2018|16.753|13.056|6.620|17.218|21.776|3.280|3.429|25.535|28.927|2.736|3.429|8.254|1.592|6.213|33.586|20.404|19.015|2.003|1.113|5.338|2.640|15.381|42.560|6.109|5.488|37.521|2.598|16.028|66.349|5.695|21.399|30.476|1.732
10.01.2018|16.721|13.067|6.563|17.124|21.803|3.278|3.433|25.565|28.834|2.725|3.432|8.251|1.586|6.214|33.517|20.427|19.128|1.995|1.105|5.323|2.651|15.351|42.173|6.114|5.510|37.375|2.606|15.996|66.360|5.610|21.315|30.301|1.713
11.01.2018|16.719|13.059|6.575|16.925|21.768|3.269|3.430|25.545|28.681|2.717|3.426|8.256|1.586|6.210|33.376|20.346|19.037|1.992|1.096|5.331|2.641|15.340|42.158|6.113|5.504|37.309|2.602|15.958|66.403|5.596|21.256|30.318|1.706
12.01.2018|16.553|13.046|6.554|16.795|21.653|3.255|3.426|25.520|28.676|2.687|3.428|8.266|1.574|6.183|33.058|20.327|18.920|1.979|1.101|5.294|2.642|15.258|41.740|6.118|5.504|37.142|2.595|15.846|65.764|5.597|21.025|29.917|1.696
15.01.2018|16.542|13.052|6.509|16.721|21.635|3.231|3.427|25.530|28.673|2.658|3.435|8.265|1.560|6.118|32.742|20.302|18.798|1.955|1.104|5.257|2.639|15.171|41.345|6.124|5.516|36.852|2.596|15.737|65.140|5.498|20.796|29.799|1.690
16.01.2018|16.589|13.044|6.493|16.795|21.634|3.241|3.425|25.515|28.709|2.667|3.438|8.264|1.564|6.107|32.572|20.323|18.844|1.960|1.112|5.273|2.649|15.182|41.197|6.117|5.489|36.960|2.598|15.766|65.237|5.495|20.863|29.895|1.701
17.01.2018|16.615|13.009|6.444|16.757|21.613|3.241|3.417|25.445|28.732|2.667|3.426|8.240|1.561|6.035|32.620|20.178|18.821|1.952|1.109|5.274|2.645|15.147|41.032|6.100|5.463|36.672|2.585|15.752|65.252|5.454|20.852|29.999|1.690
18.01.2018|16.573|12.972|6.454|16.659|21.591|3.231|3.407|25.370|28.753|2.653|3.409|8.224|1.554|6.053|32.474|20.183|18.654|1.942|1.112|5.244|2.644|15.144|40.867|6.090|5.458|36.674|2.581|15.689|64.967|5.480|20.742|29.839|1.695
19.01.2018|16.620|13.003|6.469|16.674|21.627|3.243|3.416|25.430|28.781|2.654|3.420|8.225|1.558|6.079|32.499|20.199|18.763|1.946|1.114|5.269|2.642|15.109|40.927|6.096|5.458|36.672|2.586|15.718|65.080|5.463|20.749|29.891|1.700
22.01.2018|16.614|12.984|6.503|16.633|21.592|3.242|3.412|25.400|28.838|2.654|3.416|8.203|1.555|6.069|32.470|20.175|18.723|1.939|1.114|5.274|2.640|15.157|40.778|6.090|5.443|36.659|2.583|15.726|65.116|5.456|20.752|29.940|1.715
23.01.2018|16.536|12.990|6.441|16.617|21.567|3.240|3.413|25.405|28.927|2.653|3.419|8.192|1.557|6.067|32.524|20.179|18.771|1.928|1.101|5.283|2.636|15.194|40.650|6.093|5.439|36.711|2.581|15.721|65.182|5.488|20.742|29.912|1.710
24.01.2018|16.575|12.973|6.435|16.665|21.624|3.226|3.408|25.375|29.106|2.628|3.414|8.212|1.543|6.023|32.253|20.155|18.779|1.929|1.108|5.251|2.636|15.216|40.413|6.105|5.439|36.471|2.581|15.684|64.990|5.485|20.543|29.621|1.717
25.01.2018|16.523|12.977|6.499|16.599|21.728|3.237|3.409|25.380|29.156|2.616|3.418|8.204|1.539|6.010|32.178|20.191|18.780|1.929|1.109|5.264|2.647|15.084|40.172|6.120|5.436|36.628|2.585|15.661|65.098|5.469|20.454|29.647|1.719
26.01.2018|16.487|12.966|6.474|16.548|21.798|3.227|3.407|25.355|29.033|2.608|3.417|8.185|1.532|6.016|32.057|20.219|18.652|1.916|1.099|5.268|2.651|14.965|39.945|6.121|5.433|36.466|2.587|15.598|64.949|5.437|20.392|29.664|1.714
29.01.2018|16.531|12.933|6.453|16.568|21.870|3.228|3.399|25.295|28.761|2.613|3.408|8.177|1.529|6.004|32.137|20.268|18.772|1.909|1.098|5.264|2.647|14.983|39.735|6.105|5.437|36.206|2.586|15.591|64.967|5.408|20.432|29.741|1.706
30.01.2018|16.510|12.952|6.451|16.551|21.862|3.226|3.404|25.330|28.804|2.608|3.414|8.161|1.518|6.000|32.044|20.264|18.769|1.905|1.095|5.228|2.649|14.957|39.729|6.111|5.446|36.405|2.590|15.561|64.931|5.409|20.394|29.626|1.711
31.01.2018|16.449|12.919|6.419|16.528|21.734|3.229|3.396|25.270|28.754|2.595|3.401|8.134|1.516|5.957|31.926|20.184|18.632|1.905|1.088|5.202|2.643|15.033|39.576|6.089|5.429|36.054|2.588|15.515|64.829|5.408|20.291|29.527|1.708
01.02.2018|16.230|12.915|6.399|16.461|21.775|3.222|3.395|25.265|28.872|2.593|3.397|8.148|1.510|5.915|31.679|20.212|18.495|1.894|1.092|5.199|2.640|14.913|39.270|6.082|5.428|36.036|2.577|15.451|64.671|5.410|20.281|29.552|1.704
02.02.2018|16.117|12.880|6.299|16.373|21.723|3.210|3.384|25.190|28.672|2.578|3.387|8.141|1.499|5.873|31.476|20.120|18.356|1.859|1.093|5.187|2.633|14.850|39.057|6.064|5.422|35.834|2.565|15.351|64.221|5.382|20.163|29.347|1.684
05.02.2018|16.090|12.884|6.274|16.292|21.726|3.223|3.386|25.200|28.455|2.590|3.391|8.140|1.498|5.885|31.600|20.160|18.440|1.863|1.090|5.195|2.622|14.800|39.273|6.061|5.439|35.746|2.563|15.376|64.242|5.389|20.256|29.528|1.684
06.02.2018|16.040|12.899|6.250|16.288|21.804|3.259|3.390|25.230|28.380|2.617|3.393|8.121|1.510|5.872|31.838|20.184|18.693|1.883|1.088|5.227|2.602|14.883|39.706|6.058|5.432|35.678|2.557|15.465|64.780|5.409|20.464|29.769|1.696
07.02.2018|16.087|12.899|6.298|16.334|21.734|3.264|3.390|25.230|28.453|2.615|3.390|8.144|1.509|5.856|31.828|20.184|18.708|1.889|1.095|5.232|2.611|14.930|39.896|6.066|5.420|35.778|2.559|15.489|64.709|5.405|20.448|29.685|1.709
08.02.2018|16.080|12.901|6.305|16.389|21.838|3.258|3.392|25.245|28.852|2.634|3.393|8.118|1.514|5.895|32.029|20.164|18.787|1.889|1.097|5.246|2.606|14.875|39.882|6.055|5.427|35.601|2.550|15.493|64.682|5.403|20.595|29.871|1.705
09.02.2018|16.117|12.952|6.296|16.370|22.032|3.279|3.404|25.335|28.544|2.640|3.403|8.119|1.515|5.856|32.071|20.236|18.969|1.896|1.097|5.241|2.586|14.948|40.011|6.047|5.441|35.440|2.548|15.524|64.923|5.395|20.645|29.822|1.703
12.02.2018|16.205|12.964|6.275|16.440|22.042|3.269|3.405|25.355|28.617|2.644|3.403|8.127|1.514|5.867|32.139|20.219|19.032|1.909|1.110|5.250|2.601|14.988|39.779|6.073|5.450|35.668|2.556|15.598|65.234|5.435|20.677|29.870|1.728
13.02.2018|16.156|12.977|6.247|16.332|22.032|3.247|3.408|25.385|28.543|2.632|3.414|8.132|1.507|5.826|32.021|20.243|19.113|1.897|1.105|5.226|2.606|14.984|39.489|6.076|5.449|35.628|2.554|15.561|65.343|5.416|20.583|29.764|1.718
14.02.2018|16.145|12.967|6.234|16.329|22.016|3.240|3.405|25.360|28.483|2.626|3.411|8.106|1.507|5.807|32.054|20.256|19.155|1.904|1.103|5.244|2.610|15.030|39.402|6.079|5.441|35.796|2.554|15.568|65.368|5.405|20.539|29.784|1.738
15.02.2018|16.104|12.972|6.305|16.263|21.976|3.201|3.406|25.370|28.620|2.596|3.410|8.140|1.498|5.761|31.771|20.296|19.059|1.906|1.097|5.214|2.606|15.005|38.944|6.109|5.442|35.842|2.559|15.483|64.815|5.393|20.307|29.452|1.743
16.02.2018|16.146|12.957|6.287|16.257|21.994|3.204|3.402|25.340|28.537|2.599|3.407|8.141|1.499|5.730|31.655|20.240|19.145|1.909|1.099|5.219|2.617|15.038|38.902|6.091|5.435|36.048|2.556|15.510|64.985|5.415|20.327|29.649|1.743
19.02.2018|16.156|12.948|6.311|16.242|21.996|3.217|3.400|25.325|28.586|2.609|3.405|8.139|1.505|5.799|31.760|20.309|19.151|1.913|1.100|5.245|2.622|15.057|38.899|6.108|5.433|36.142|2.554|15.540|65.028|5.437|20.406|29.788|1.751
20.02.2018|16.176|12.941|6.312|16.281|21.941|3.234|3.399|25.315|28.711|2.622|3.403|8.119|1.507|5.857|31.641|20.366|19.141|1.912|1.101|5.255|2.618|15.085|39.205|6.105|5.428|36.212|2.539|15.557|65.105|5.436|20.515|29.947|1.747
21.02.2018|16.168|12.966|6.324|16.257|21.956|3.248|3.406|25.360|28.670|2.633|3.408|8.126|1.513|5.888|31.815|20.468|19.158|1.919|1.100|5.279|2.630|15.135|39.481|6.097|5.440|36.405|2.545|15.591|65.414|5.439|20.604|29.917|1.769
22.02.2018|16.128|12.943|6.306|16.243|21.996|3.243|3.400|25.315|28.655|2.636|3.399|8.096|1.507|5.896|31.691|20.432|19.257|1.901|1.097|5.265|2.612|15.104|39.612|6.053|5.438|36.335|2.533|15.595|65.305|5.427|20.623|29.898|1.760
23.02.2018|16.114|12.953|6.357|16.225|22.018|3.254|3.402|25.335|28.801|2.634|3.407|8.097|1.507|5.902|31.814|20.448|19.296|1.913|1.109|5.258|2.618|15.020|39.765|6.076|5.443|36.489|2.519|15.589|65.537|5.439|20.603|29.839|1.782
26.02.2018|16.165|12.981|6.370|16.259|22.021|3.267|3.410|25.390|28.909|2.634|3.411|8.097|1.509|5.898|31.815|20.525|19.292|1.923|1.108|5.280|2.636|15.073|39.708|6.089|5.446|36.823|2.527|15.646|65.798|5.451|20.608|29.894|1.777
27.02.2018|16.180|12.989|6.380|16.238|22.017|3.272|3.412|25.405|28.740|2.639|3.412|8.092|1.510|5.932|31.833|20.504|19.282|1.926|1.103|5.285|2.639|15.014|39.510|6.096|5.454|36.914|2.520|15.647|65.812|5.449|20.652|30.007|1.772
28.02.2018|16.258|12.997|6.419|16.288|22.069|3.291|3.414|25.420|28.752|2.660|3.412|8.097|1.514|5.981|31.931|20.550|19.449|1.926|1.108|5.314|2.643|15.039|39.950|6.084|5.451|36.977|2.519|15.730|66.234|5.474|20.816|30.210|1.769
01.03.2018|16.154|13.002|6.402|16.252|22.082|3.291|3.415|25.435|28.735|2.670|3.415|8.107|1.520|6.002|32.064|20.562|19.569|1.922|1.104|5.320|2.633|15.081|40.225|6.078|5.462|36.764|2.514|15.750|66.175|5.478|20.898|30.216|1.752
02.03.2018|15.997|12.993|6.340|16.026|22.075|3.254|3.412|25.410|28.450|2.636|3.413|8.095|1.500|5.976|31.636|20.508|19.579|1.904|1.091|5.287|2.642|14.934|39.682|6.060|5.453|36.097|2.499|15.626|65.546|5.404|20.638|29.792|1.728
05.03.2018|15.991|13.000|6.339|15.959|21.997|3.257|3.412|25.405|28.522|2.635|3.419|8.096|1.500|5.967|31.703|20.538|19.539|1.912|1.092|5.284|2.637|14.922|39.723|6.062|5.450|36.129|2.498|15.645|65.687|5.412|20.642|29.931|1.738
06.03.2018|16.022|12.977|6.357|15.873|21.832|3.233|3.407|25.380|28.468|2.611|3.417|8.106|1.485|5.915|31.495|20.517|19.253|1.927|1.096|5.239|2.640|14.943|39.435|6.069|5.447|36.325|2.492|15.547|65.300|5.399|20.450|29.653|1.745
07.03.2018|15.980|12.995|6.341|15.834|21.770|3.240|3.411|25.415|28.392|2.612|3.421|8.153|1.487|5.913|31.551|20.546|19.336|1.915|1.086|5.241|2.626|14.895|39.371|6.060|5.453|36.007|2.482|15.571|65.401|5.390|20.470|29.766|1.720
08.03.2018|15.979|13.002|6.317|15.845|21.675|3.233|3.413|25.430|28.417|2.612|3.419|8.150|1.485|5.933|31.432|20.591|19.287|1.910|1.095|5.238|2.618|14.869|39.335|6.049|5.459|35.974|2.489|15.565|65.342|5.373|20.472|29.786|1.722
09.03.2018|16.144|13.013|6.350|16.070|21.771|3.272|3.417|25.455|28.643|2.643|3.423|8.160|1.503|6.013|31.777|20.712|19.390|1.935|1.113|5.296|2.653|15.038|39.728|6.058|5.466|36.311|2.504|15.712|66.062|5.425|20.717|30.101|1.740
12.03.2018|16.272|13.013|6.350|16.126|21.787|3.269|3.416|25.450|28.728|2.639|3.418|8.160|1.502|6.006|31.822|20.674|19.422|1.940|1.107|5.298|2.661|15.100|39.719|6.058|5.459|36.333|2.506|15.737|66.037|5.391|20.688|29.983|1.746
13.03.2018|16.241|13.020|6.346|16.029|21.788|3.257|3.420|25.470|28.729|2.625|3.423|8.166|1.496|5.984|31.725|20.690|19.250|1.934|1.111|5.275|2.658|15.124|39.615|6.047|5.463|36.225|2.508|15.699|65.930|5.327|20.577|29.853|1.747
14.03.2018|16.264|13.009|6.324|15.909|21.741|3.261|3.416|25.445|28.710|2.624|3.418|8.165|1.498|5.996|31.729|20.670|19.310|1.937|1.108|5.267|2.658|15.098|39.557|6.054|5.457|36.096|2.513|15.715|66.099|5.310|20.573|29.926|1.749
15.03.2018|16.152|12.993|6.264|15.863|21.742|3.260|3.412|25.415|28.719|2.626|3.414|8.170|1.498|5.990|31.707|20.646|19.416|1.933|1.102|5.254|2.673|15.025|39.569|6.034|5.448|35.986|2.518|15.706|66.081|5.284|20.594|29.929|1.737
16.03.2018|16.022|12.995|6.280|15.797|21.719|3.268|3.412|25.415|28.809|2.635|3.420|8.171|1.503|5.984|31.828|20.713|19.521|1.935|1.104|5.286|2.678|14.948|39.771|6.026|5.448|35.851|2.521|15.707|66.237|5.282|20.666|30.023|1.730
19.03.2018|15.902|13.002|6.276|15.794|21.700|3.264|3.414|25.430|29.052|2.634|3.422|8.177|1.501|5.959|31.693|20.759|19.453|1.925|1.097|5.274|2.671|14.912|39.632|6.026|5.448|35.664|2.522|15.675|66.216|5.237|20.661|29.993|1.709
20.03.2018|15.954|12.996|6.291|15.847|21.686|3.271|3.413|25.420|28.980|2.640|3.416|8.171|1.506|5.948|31.762|20.751|19.451|1.933|1.105|5.286|2.680|14.918|39.765|6.014|5.447|35.880|2.528|15.715|66.369|5.273|20.707|30.044|1.732
21.03.2018|15.893|12.997|6.268|15.939|21.710|3.269|3.413|25.420|29.079|2.637|3.416|8.162|1.503|5.922|31.727|20.717|19.479|1.930|1.115|5.271|2.675|14.815|39.695|6.000|5.446|35.995|2.520|15.693|66.281|5.257|20.689|30.015|1.726
22.03.2018|15.900|12.986|6.246|15.984|21.766|3.258|3.410|25.400|29.129|2.628|3.412|8.150|1.500|5.913|31.679|20.701|19.576|1.909|1.115|5.269|2.665|14.909|39.314|6.017|5.442|36.119|2.510|15.671|65.956|5.253|20.624|29.996|1.743
23.03.2018|15.910|12.990|6.238|16.020|21.708|3.261|3.411|25.405|29.106|2.623|3.414|8.120|1.494|5.913|31.671|20.807|19.571|1.911|1.111|5.255|2.654|14.929|39.303|6.010|5.448|36.033|2.493|15.668|66.023|5.199|20.586|29.965|1.750
26.03.2018|15.854|13.011|6.212|15.907|21.670|3.268|3.416|25.445|29.169|2.613|3.419|8.138|1.492|5.872|31.623|20.874|19.497|1.904|1.113|5.264|2.661|14.939|39.258|6.016|5.462|36.016|2.498|15.636|65.830|5.146|20.506|29.849|1.758
27.03.2018|15.850|13.024|6.205|15.970|21.659|3.280|3.420|25.475|28.970|2.623|3.424|8.142|1.498|5.896|31.680|20.933|19.441|1.917|1.118|5.310|2.665|14.949|39.224|6.037|5.472|35.974|2.494|15.719|65.922|5.154|20.586|30.055|1.762
28.03.2018|15.780|13.017|6.171|15.937|21.573|3.266|3.417|25.460|29.062|2.616|3.421|8.146|1.492|5.872|31.505|20.955|19.337|1.927|1.118|5.314|2.641|14.909|39.240|6.052|5.472|35.692|2.477|15.700|65.705|5.137|20.533|29.943|1.755
29.03.2018|15.858|13.001|6.213|16.000|21.591|3.284|3.412|25.430|29.067|2.630|3.421|8.147|1.500|5.874|31.673|20.930|19.387|1.940|1.129|5.336|2.628|14.873|39.500|6.040|5.461|35.857|2.473|15.742|66.076|5.194|20.641|30.086|1.740
03.04.2018|15.861|12.967|6.226|16.038|21.543|3.280|3.405|25.365|28.981|2.626|3.414|8.124|1.497|5.844|31.699|20.877|19.396|1.955|1.132|5.330|2.633|14.953|39.603|6.027|5.442|35.775|2.463|15.740|66.072|5.180|20.608|29.972|1.743
04.04.2018|15.857|12.956|6.136|16.086|21.520|3.275|3.401|25.340|28.945|2.630|3.409|8.132|1.500|5.826|31.701|20.856|19.430|1.939|1.126|5.335|2.630|15.035|39.575|6.029|5.438|35.712|2.456|15.704|66.044|5.143|20.645|29.986|1.732
05.04.2018|15.887|12.948|6.259|16.172|21.470|3.276|3.401|25.325|28.975|2.631|3.407|8.144|1.500|5.840|31.811|20.844|19.294|1.949|1.142|5.342|2.641|15.077|39.671|6.025|5.432|35.856|2.455|15.713|66.075|5.111|20.655|29.982|1.732
06.04.2018|15.905|12.956|6.166|16.193|21.480|3.286|3.403|25.340|29.032|2.639|3.413|8.107|1.504|5.855|31.883|20.890|19.298|1.933|1.135|5.353|2.643|15.010|39.790|6.036|5.434|35.769|2.461|15.703|66.202|5.110|20.714|30.061|1.715
09.04.2018|15.798|12.964|6.112|16.124|21.508|3.265|3.405|25.355|29.115|2.626|3.411|8.124|1.497|5.843|31.722|20.903|19.257|1.925|1.123|5.324|2.644|15.029|39.605|6.043|5.437|34.210|2.463|15.693|65.882|5.069|20.608|29.843|1.699
10.04.2018|15.857|12.951|6.025|16.193|21.485|3.260|3.402|25.335|29.059|2.611|3.410|8.125|1.491|5.849|31.538|20.783|19.154|1.920|1.122|5.298|2.626|15.074|39.441|6.042|5.434|32.746|2.463|15.639|65.633|5.010|20.497|29.734|1.700
11.04.2018|15.846|12.949|5.977|16.206|21.361|3.255|3.402|25.325|28.990|2.605|3.411|8.123|1.486|5.815|31.313|20.826|19.147|1.912|1.118|5.278|2.632|15.063|39.319|6.042|5.432|31.649|2.462|15.628|65.626|4.887|20.449|29.725|1.692
12.04.2018|15.932|12.941|6.104|16.318|21.319|3.270|3.400|25.315|29.182|2.618|3.411|8.130|1.492|5.843|31.486|20.750|19.177|1.918|1.131|5.301|2.637|15.160|39.502|6.050|5.430|33.368|2.441|15.672|65.893|5.017|20.548|29.920|1.713
13.04.2018|16.014|12.936|6.029|16.348|21.349|3.272|3.398|25.305|29.291|2.617|3.411|8.134|1.494|5.839|31.507|20.810|19.078|1.923|1.134|5.295|2.646|15.151|39.558|6.059|5.430|33.186|2.438|15.661|65.943|5.023|20.545|29.884|1.704
16.04.2018|15.861|12.915|5.976|16.207|21.272|3.253|3.392|25.260|29.234|2.603|3.407|8.140|1.484|5.833|31.201|20.705|19.035|1.903|1.132|5.255|2.633|14.993|39.246|6.069|5.431|32.829|2.428|15.580|65.435|4.968|20.435|29.721|1.689
17.04.2018|15.875|12.911|5.995|16.281|21.209|3.254|3.391|25.255|29.271|2.604|3.407|8.125|1.485|5.799|31.137|20.600|19.079|1.913|1.137|5.253|2.631|15.000|39.097|6.071|5.435|33.114|2.430|15.599|65.472|4.977|20.439|29.771|1.701
18.04.2018|15.856|12.935|6.012|16.248|21.119|3.252|3.397|25.300|29.044|2.602|3.411|8.158|1.483|5.807|31.103|20.519|19.049|1.917|1.136|5.251|2.633|14.959|39.252|6.067|5.436|33.202|2.432|15.583|65.398|4.988|20.424|29.767|1.707
19.04.2018|15.935|12.948|6.043|16.235|21.142|3.260|3.400|25.325|29.116|2.606|3.417|8.160|1.484|5.830|31.092|20.539|19.058|1.927|1.128|5.257|2.643|14.950|39.304|6.078|5.438|33.629|2.440|15.626|65.537|5.080|20.454|29.784|1.713
20.04.2018|15.853|12.956|6.052|16.290|21.172|3.272|3.402|25.340|28.923|2.624|3.420|8.161|1.483|5.833|31.129|20.552|19.138|1.925|1.114|5.281|2.638|14.878|39.481|6.079|5.439|33.461|2.444|15.669|65.729|5.088|20.584|29.972|1.712
23.04.2018|15.870|12.989|6.055|16.240|21.281|3.292|3.412|25.410|28.995|2.648|3.427|8.160|1.494|5.867|31.260|20.608|19.196|1.927|1.110|5.327|2.639|14.902|39.677|6.065|5.455|33.585|2.449|15.696|65.936|5.074|20.763|30.140|1.699
24.04.2018|15.857|13.004|6.043|16.239|21.297|3.304|3.415|25.435|29.078|2.654|3.428|8.131|1.500|5.852|31.375|20.645|19.138|1.935|1.106|5.333|2.641|14.843|39.855|6.056|5.466|33.800|2.451|15.745|66.224|5.092|20.827|30.130|1.688
25.04.2018|15.800|13.019|5.962|16.221|21.248|3.307|3.419|25.465|29.141|2.663|3.432|8.131|1.501|5.816|31.204|20.703|19.142|1.928|1.097|5.343|2.624|14.777|39.935|6.029|5.482|33.634|2.443|15.720|66.163|5.092|20.899|30.203|1.671
26.04.2018|15.851|13.024|6.015|16.310|21.274|3.312|3.419|25.475|29.249|2.669|3.432|8.141|1.508|5.858|31.374|20.711|19.178|1.944|1.114|5.346|2.633|14.817|40.280|6.016|5.473|33.294|2.438|15.786|66.367|5.148|20.944|30.251|1.690
27.04.2018|15.945|13.021|6.065|16.382|21.298|3.330|3.419|25.470|29.039|2.689|3.433|8.141|1.519|5.872|31.654|20.775|19.304|1.972|1.122|5.385|2.637|14.881|40.823|6.041|5.464|33.766|2.422|15.914|66.826|5.212|21.102|30.463|1.702
30.04.2018|15.950|13.057|6.092|16.432|21.338|3.339|3.428|25.540|29.034|2.694|3.447|8.146|1.520|5.888|31.858|20.900|19.328|1.976|1.130|5.392|2.643|14.898|40.867|6.044|5.479|33.625|2.433|15.948|66.997|5.226|21.144|30.401|1.701
02.05.2018|16.005|13.087|6.055|16.621|21.406|3.353|3.436|25.595|29.072|2.716|3.454|8.147|1.529|5.905|31.981|20.945|19.415|1.982|1.125|5.418|2.640|14.966|41.086|5.986|5.488|33.504|2.410|15.973|67.187|5.139|21.319|30.584|1.691
03.05.2018|16.063|13.077|6.037|16.604|21.392|3.361|3.434|25.580|29.009|2.718|3.450|8.145|1.531|5.882|32.018|20.933|19.525|1.985|1.121|5.424|2.652|15.011|41.258|6.001|5.482|33.627|2.412|16.030|67.442|5.080|21.332|30.555|1.690
04.05.2018|16.027|13.040|6.009|16.553|21.343|3.353|3.424|25.505|28.906|2.715|3.445|8.125|1.529|5.884|31.870|20.872|19.564|1.980|1.113|5.408|2.645|14.948|41.218|5.995|5.471|33.799|2.413|15.980|67.120|5.006|21.310|30.506|1.688
07.05.2018|16.065|13.109|6.052|16.634|21.327|3.368|3.425|25.515|28.993|2.731|3.449|8.117|1.531|5.917|31.932|20.948|19.604|1.981|1.108|5.435|2.652|14.997|41.311|5.998|5.481|34.100|2.421|16.030|67.274|5.020|21.438|30.678|1.704
